🌙月光宝盒,#genre#
金鹰纪实,http://69.165.67.56/yangjuan.php?id=jyjs8m@8000000
金鹰卡通,http://69.165.67.56/yangjuan.php?id=jykt@1300000
嘉佳卡通,http://69.165.67.56/yangjuan.php?id=jjkt@1300000
卡酷卡通,http://69.165.67.56/yangjuan.php?id=kkkt@1300000
卡酷少儿,http://69.165.67.56/yangjuan.php?id=kkkt2d5m@2500000
中国天气,http://69.165.67.56/yangjuan.php?id=zgqxhd4mc@4000000
欢笑剧场,http://69.165.67.56/yangjuan.php?id=hxjchd@4000000
热门剧场HD,http://69.165.67.56/yangjuan.php?id=rmjcvcc4m@4000000
都市剧场,http://69.165.67.56/yangjuan.php?id=dsjchd@4000000
谍战剧场HD,http://69.165.67.56/yangjuan.php?id=dzjcvcc4m@4000000
华语影院HD,http://69.165.67.56/yangjuan.php?id=hyyyvcc4m@4000000
星光影院HD,http://69.165.67.56/yangjuan.php?id=xgyyvcc4m@4000000
全球大片HD,http://69.165.67.56/yangjuan.php?id=qqdpvcc4m@4000000
热门综艺HD,http://69.165.67.56/yangjuan.php?id=rmzyvcc4m@4000000
动漫秀场,http://69.165.67.56/yangjuan.php?id=dmxchd@4000000
宝宝动画HD,http://69.165.67.56/yangjuan.php?id=bbdhvcc4m@4000000
青春动漫HD,http://69.165.67.56/yangjuan.php?id=qcdmvcc4m@4000000
百变课堂HD,http://69.165.67.56/yangjuan.php?id=bbktvcc4m@4000000
生活时尚,http://69.165.67.56/yangjuan.php?id=shsshd@4000000
游戏风云,http://69.165.67.56/yangjuan.php?id=yxfyhd@4000000
电竞天堂,http://69.165.67.56/yangjuan.php?id=djttvcc4m@4000000
金色学堂,http://69.165.67.56/yangjuan.php?id=jsxthd4m@4000000
健康养生HD,http://69.165.67.56/yangjuan.php?id=jkysvcc4m@4000000
戏曲精选HD,http://69.165.67.56/yangjuan.php?id=xqjxvcc4m@4000000
茶,http://69.165.67.56/yangjuan.php?id=cpdhdavs8m@8000000
快乐垂钓,http://69.165.67.56/yangjuan.php?id=klcdhd4m@4000000
东方财经HD,http://69.165.67.56/yangjuan.php?id=dfcjhd4m@4000000
家庭理财,http://69.165.67.56/yangjuan.php?id=jtlcsd2d5mc@2500000
财富天下,http://69.165.67.56/yangjuan.php?id=cftx@2500000
法治天地,http://69.165.67.56/yangjuan.php?id=fztd2d5m@2500000
看天下精选HD,http://69.165.67.56/yangjuan.php?id=ktxjx8m@8000000
东方购物上星,http://69.165.67.56/yangjuan.php?id=dfgwsxhd8m@8000000
好享购物,http://69.165.67.56/yangjuan.php?id=hxgwsd2d5m@2500000
央广购物,http://69.165.67.56/yangjuan.php?id=yggwsd2d5m@2500000
乐游,http://69.165.67.56/yangjuan.php?id=qjshd@4000000


元宝TV,#genre#
翡翠台,mitv://66.42.60.221:6001/685e18c5000e9946028c9ce57d050f51.ts
TVB Plus,mitv://66.42.60.221:6001/685e18e8000bfd41028d24f21bf18a5d.ts
TVB星河,mitv://66.42.60.221:6001/6861f009000e611b0467abb6c86542f7.ts
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
TVB经典台,mitv://66.42.60.221:6001/68623e45000d64ef0072e8839e833b0d.ts
无线新闻台,mitv://66.42.60.221:6001/685e18ac0004fb8a028c38c7d5bbe88d.ts
TVB功夫台,mitv://66.42.60.221:6001/685dfcdd00050115021f9830cd6a6720.ts
POPC电影台,mitv://66.42.60.221:6001/685e195d0004f808028eec2e53900c87.ts
天映经典(国语),mitv://66.42.60.221:6001/685e193f0009feb3028e784717357704.ts
香港美亚电影(国语),mitv://66.42.60.221:6001/685e19210004f0d2028e01cce14c49f9.ts
HOY资讯台,mitv://66.42.60.221:6001/6861efed0006be7c04673c62251b1532.ts
Viu TV,mitv://66.42.60.221:6001/68590aa6000af58318733beaa614d204.ts
ViuTV6,mitv://66.42.60.221:6001/6861efcb000da1620466b95562f4449a.ts
港台电视31,mitv://66.42.60.221:6001/6861ee5e0006793e046125b803a989a9.ts
港台电视32,mitv://66.42.60.221:6001/6861efac0001e50c04663d3c65679958.ts
星空卫视,mitv://66.42.60.221:6001/685df854000154de020de017cbd051b6.ts
NOW星影台,mitv:/66.42.60.221:6001/6864b0ff00066f7604dcaf91e2d57eba.ts
NOW爆谷台,mitv://66.42.60.221:6001/6864b12e00055f6704dd66e3a66e4630.ts
中天新闻,mitv://66.42.60.221:6001/684f89d200086f6c0d14c5361a8e4371.ts
寰宇新闻,mitv://66.42.60.221:6001/685df83500001c36020d66af0d51eae8.ts
华视,mitv://66.42.60.221:6001/6858bf140005e473174c084e016edfc4.ts
民视,mitv://66.42.60.221:6001/6858beda00019c4d174b24a51af6d84e.ts
台视,mitv://66.42.60.221:6001/6858bf4e0001af22174ce9ca5d7fc861.ts
中视,mitv://66.42.60.221:6001/6858be6a000dc97a17497243aabfae87.ts
公视,mitv://66.42.60.221:6001/685cfadd0000d0f4007d0728d209ef85.ts
中天娱乐,mitv://66.42.60.221:6001/685cfbcc000e9e080080b0480e8eac1e.ts
中天亚洲,mitv://66.42.60.221:6001/685cfbeb000d67160081291138e886cc.ts
中天综合,mitv://66.42.60.221:6001/685cfbb500042c6b008053c4f75474b8.ts
东森财经新闻,mitv://66.42.60.221:6001/685caee70003be38047aac0d07662d46.ts
东森电影,mitv://66.42.60.221:6001/685cae7d000d2f6d047910683127f53e.ts
东森戏剧,mitv://66.42.60.221:6001/685caec600096b29047a2c992fcdd12a.ts
东森新闻,mitv://66.42.60.221:6001/68541ccf000e63a705322cf3e4e78c5d.ts
东森洋片,mitv://66.42.60.221:6001/685caea2000d60980479a0fd57e990f4.ts
东森幼幼,mitv://66.42.60.221:6001/685cfb720002f6a9007f4dbdc3e9b8e4.ts
东森综合,mitv://66.42.60.221:6001/68590b5c00075b0f187601ee98d1e50c.ts
东森亚洲新闻,mitv://66.42.60.221:6001/685cfb490001265a007ead1efa965f80.ts
非凡新闻,mitv://66.42.60.221:6001/685d5e2c000965e60200f5f21adf72b0.ts
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
TVBS,mitv://66.42.60.221:6001/68541f6f000bdb57053c6d4de974af11.ts
TVBS欢乐,mitv://66.42.60.221:6001/685dfae30003bcf10217df4d1f9acbe0.ts
TVBS新闻,mitv://66.42.60.221:6001/68541f1500028c05053b0b5b056b0aa1.ts
民视第一,mitv://66.42.60.221:6001/68590aee0006b1bc18745412f701500f.ts
民视台湾,mitv://66.42.60.221:6001/6858bef90004bef6174b9e8b40c92d32.ts
民视新闻,mitv://66.42.60.221:6001/68541f440008cd79053bc48d70874625.ts
台视财经,mitv://66.42.60.221:6001/6861f2b3000694f2047211c7d8575745.ts
台视综合,mitv://66.42.60.221:6001/68541f96000b2102053d05759561beb2.ts
台视综合,mitv://66.42.60.221:6001/6858bf65000d30fd174d4694a0af9d09.ts
华视新闻资讯,mitv://66.42.60.221:6001/6858bf2c00062100174c661d5e589772.ts

三立都会,mitv://66.42.60.221:6001/6854219f000aeaac0544f88f024fb649.ts
三立台湾,mitv://66.42.60.221:6001/685d6ce2000e0a9f023a6e132af5374b.ts
三立戏剧,mitv://66.42.60.221:6001/68542200000efc32054674827c8007f3.ts
三立综合,mitv://66.42.60.221:6001/685d6cbb0009eff00239d4aebeb1ab86.ts
中视菁采,mitv://66.42.60.221:6001/68623f350006485300769031503629d3.ts
中视经典,mitv://66.42.60.221:6001/68623f4b000d68e00076e7f463e27c90.ts
中视新闻,mitv://66.42.60.221:6001/6858be82000820481749ce9054976b22.ts
八大第一台,mitv://66.42.60.221:6001/685d5d86000e355201fe6ebe3b4b574c.ts
八大戏剧台,mitv://66.42.60.221:6001/685d5dfd00061e4802003d838d190de7.ts
八大综合台,mitv://66.42.60.221:6001/685d5dbd000be5aa01ff44fe40c00bed.ts

壹新闻,mitv://66.42.60.221:6001/685c99fc000d74b80428f89279fbc2e6.ts
年代新闻,mitv://66.42.60.221:6001/685421700000773e05443e4a83f6950b.ts
年代MUCH,mitv://66.42.60.221:6001/685df8bc000abd7c020f78c09cf9626b.ts
纬来电影,mitv://66.42.60.221:6001/68541a330008f4d20527fa2f6ffa3569.ts
纬来日本,mitv://66.42.60.221:6001/6854223f0006edae0547688a0ffd698e.ts
纬来体育,mitv://66.42.60.221:6001/68541c28000d1305052fa044933683cd.ts
纬来戏剧,mitv://66.42.60.221:6001/685d6c520007ade2023839f2fbc30c54.ts
纬来育乐,mitv://66.42.60.221:6001/68590acd0008da7a1873d3b82f17291b.ts
纬来综合,mitv://66.42.60.221:6001/685d6c76000ae84b0238c765987c6a64.ts
靖天国际,mitv://66.42.60.221:6001/68542010000cfcaf053ee27f7cacadad.ts
靖天卡通,mitv://66.42.60.221:6001/6854206e000b2b620540513883e54bcd.ts
靖天日本,mitv://66.42.60.221:6001/685420950009bf360540e9328040d3c6.ts
靖洋卡通,mitv://66.42.60.221:6001/685421450004c6900543976d9560f5ac.ts
龙华电影,mitv://66.42.60.221:6001/685dfa96000f21cd0216b570bdbb2cad.ts
龙华偶像,mitv://66.42.60.221:6001/685dfab700018f90021732de54182ac5.ts
龙华戏剧,mitv://66.42.60.221:6001/685dfa7f000b644602165aa31cb10bad.ts

龙华洋片,mitv://66.42.60.221:6001/685df8d9000bb59a020fea48b421a766.ts
华纳电影,mitv://66.42.60.221:6001/6861f2d50008938c0472971a61256158.ts
博斯高球,mitv://66.42.60.221:6001/685bae9a00044db000917f6aa28037d1.ts
博斯网球,mitv://66.42.60.221:6001/685c9fc500026c4f043f8ee71fffca91.ts
博斯无限,mitv://66.42.60.221:6001/685c9ffe0007851f04406edd8da76401.ts
博斯运动,mitv://66.42.60.221:6001/685ca024000b03a8044104328f201c15.ts
博斯高球2,mitv://66.42.60.221:6001/685baec10003eaeb009217a93bbeb284.ts
博斯运动2,mitv://66.42.60.221:6001/685ca0450005b0ac044183bd06c65535.ts
爱尔达综合,mitv://66.42.60.221:6001/68590b740008da7d187660107403b130.ts
爱尔达影剧,mitv://66.42.60.221:6001/685bafb200091eae0095c666b152d972.ts
爱尔达体育2,mitv://66.42.60.221:6001/685c85ee00089a0503daa0a448215888.ts

爱尔达体育4,mitv://66.42.60.221:6001/685caf0e0003af0b047b4461c414bc37.ts
公视台语台,mitv://66.42.60.221:6001/685cfb0800056c90007db04eca9232ad.ts
小公视,mitv://66.42.60.221:6001/685cfb26000a30f6007e26b6532c61c4.ts
霹雳台,mitv://66.42.60.221:6001/6861f31a000c6fb50473a59fee464402.ts
JET综合,mitv://66.42.60.221:6001/6861f2f3000ade8404730ce0fcc37295.ts
ETtoday,mitv://66.42.60.221:6001/6861f28b0005cc5b04717554af1cd6ed.ts
EYETV戏剧,mitv://66.42.60.221:6001/685ca06d00088591044220b73dbd97e2.ts
龙翔时代,mitv://66.42.60.221:6001/68541c90000ba4ad05313627a4462710.ts
台湾戏剧台,mitv://66.42.60.221:6001/685423230006ca5a054ae3213f56c923.ts
catchplay电影台,mitv://66.42.60.221:6001/685d6d13000ac35b023b2ca4f9d94bf7.ts
美亚电影台,mitv://66.42.60.221:6001/685419de00068a9b0526ad8869f869b3.ts
AMC电影,mitv://66.42.60.221:6001/685d5e5a000bcf230201aa40b28d9d6d.ts
好莱坞电影台,mitv://66.42.60.221:6001/68526c21000590cc1858c9128b7d175b.ts
AXN,mitv://66.42.60.221:6001/685d6d2d0006f86f023b913bb65b6913.ts
HBO,mitv://66.42.60.221:6001/68541bca00074e8b052e2f9a6d805921.ts
HBO家庭,mitv://66.42.60.221:6001/684f7bcc000ebd6c0cddff63d5f511b1.ts
HBO原创,mitv://66.42.60.221:6001/68541c50000dad1a05303cacbbb72c29.ts
HBO HITS,mitv://66.42.60.221:6001/68541ff200030e0c053e6ac4531f1793.ts
EYETV旅游,mitv://66.42.60.221:6001/685c85a3000eb69103d97d3cd63286f1.ts
罪案侦辑,mitv://66.42.60.221:6001/68590b110007464f1874dcf0dbc34a16.ts
CINEMAX,mitv://66.42.60.221:6001/685dfbcd000b6a50021b73545cbf26f1.ts
Discovery,mitv://66.42.60.221:6001/68590b450002432a1875a6c8857c8476.ts
Discovery科学,mitv://66.42.60.221:6001/6861f0290009c7d20468278907e5bf61.ts
Discovery亚洲,mitv://66.42.60.221:6001/685baef90003216c0092f235d4c937eb.ts
亚洲旅游,mitv://66.42.60.221:6001/685c82be0001c6ce03ce2b642a01922c.ts
BBC地球,mitv://66.42.60.221:6001/685c82e4000578af03cec0c7e3a5a477.ts
BBC Lifestyle,mitv://66.42.60.221:6001/685c83060000431b03cf44417802c0ce.ts
DMAX,mitv://66.42.60.221:6001/685c834e0006ad2603d05f26deba4f26.ts
动物星球,mitv://66.42.60.221:6001/6861f06200044e87046904ca491927d6.ts
美食星球,mitv://66.42.60.221:6001/6861f0450005aab8046893db58b9561b.ts
NBA TV,mitv://66.42.60.221:6001/685420bf000af96e05418d937e5d0f38.ts
WWE,mitv://66.42.60.221:6001/685c8327000f2f1d03cfc8fbc7708a60.ts
Z频道,mitv://66.42.60.221:6001/685c99c80002d49004282aba7a33d98d.ts
ESPN,mitv://66.42.60.221:6001/68590b870009696e1876aa6c7da728bb.ts

Bein Sports1,mitv://66.42.60.221:6001/6854228f000e194d0548a2e071eda2f5.ts
卡通频道,mitv://66.42.60.221:6001/6861f37600035be304750aac87c78264.ts
Nickelodeon,mitv://66.42.60.221:6001/6861f33b0009607b047425be9103ec74.ts
MTV Live,mitv://66.42.60.221:6001/685422fb000ae70c054a47ee21f1bc5a.ts
momo亲子,mitv://66.42.60.221:6001/685422d00001adc705499d9aab31ba23.ts
旅游生活,mitv://66.42.60.221:6001/685c998800094e46042732621cfddbbe.ts
新传媒8频道,mitv://66.42.60.221:6001/68623f6700079d40007753d8eb724a8a.ts
HUB都会,mitv://66.42.60.221:6001/68623e07000444330071f3fd49bb60be.ts
HUB娱家,mitv://66.42.60.221:6001/68623e270009137c0072723853ee12d8.ts
Astro IQIYI,mitv://66.42.60.221:6001/685e19800003eb59028f74a1937e2de8.ts



台湾,#genre#
台湾|TVBS News 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=tvbs_n
台湾|TVBS 欢乐台 （备份）,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
台湾|TVBS HD,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
台湾|中天新闻 HD,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
台湾|中天娱乐 CTI Entertaiment,https://smart.pendy.dpdns.org/Smart.php?id=ctient
台湾|中天综合 CTI Metro,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe
台湾|中天亚洲台,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
台湾|台视 TTV HD,https://smart.pendy.dpdns.org/Smart.php?id=ttv_taiwan
台湾|台视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=ttvnews_twn
台湾|台视综合台,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
台湾|中视 HD,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
台湾|中视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
台湾|民视 HD,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
台湾|民视新闻台 FTV News,https://smart.pendy.dpdns.org/Smart.php?id=ftvnew_taiwan
台湾|民视台湾台,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn
台湾|华视 CTS HD,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
台湾|公视 CTV,https://smart.pendy.dpdns.org/Smart.php?id=ctv18_twn
台湾|八大第一 GTV First,https://smart.pendy.dpdns.org/Smart.php?id=badafirst
台湾|八大综合 GTV Metro,https://smart.pendy.dpdns.org/Smart.php?id=badazhonghe
台湾|八大戏剧 GTV Drama,https://smart.pendy.dpdns.org/Smart.php?id=badadrama
台湾|八大娱乐 GTV Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
台湾|HBO_HD,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
台湾|HBO_HITS,https://smart.pendy.dpdns.org/Smart.php?id=hbohit_twn
台湾|Hollywood Movies,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
台湾|三立台湾 Sanli Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
台湾|三立戏剧台,https://smart.pendy.dpdns.org/Smart.php?id=sanlixiju_twn
台湾|三立综合 Sanli Metro,https://smart.pendy.dpdns.org/Smart.php?id=sanlizhonghe
台湾|三立都会台,https://smart.pendy.dpdns.org/Smart.php?id=sanlidouhui
台湾|东森新闻 ETTV News,https://smart.pendy.dpdns.org/Smart.php?id=ettvnews
台湾|CINEMAX,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
台湾|东森综合 ETTV Metro,https://smart.pendy.dpdns.org/Smart.php?id=ettvzhonghe
台湾|东森戏剧 ETTV Drama,https://smart.pendy.dpdns.org/Smart.php?id=ettvdrama
台湾|东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper
台湾|东森财经新闻 ETTV Business,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
台湾|寰宇财经,https://smart.pendy.dpdns.org/Smart.php?id=huanyutaiwan_twn
台湾|寰宇新闻台,https://smart.pendy.dpdns.org/Smart.php?id=huanyuxinwen_twn
台湾|公视2,https://smart.pendy.dpdns.org/Smart.php?id=ctv2_twn
台湾|大爱1台,https://smart.pendy.dpdns.org/Smart.php?id=daai_twn
台湾|非凡新闻台,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn
台湾|龙华戏剧 Lunghua Drama,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaxiju_twn
台湾|龙华经典台,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
台湾|龙华偶像,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaidol_twn
台湾|AXN Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
台湾|靖天国际台,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
台湾|年代新闻,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
台湾|纬来日本台,https://smart.pendy.dpdns.org/Smart.php?id=videolandjapan
台湾|纬来电影台,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
台湾|纬来体育台,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
台湾|纬来综合台,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
台湾|纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
台湾|纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
台湾|好消息 2,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
台湾|大爱2台,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
台湾|亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
台湾|美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
台湾|亚洲旅游 TLC Asia,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
台湾|东森电影 ETTV Movie,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
台湾|阿里郎 Arirang,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
台湾|博斯运动 1,https://smart.pendy.dpdns.org/Smart.php?id=bosisport1_twn
台湾|博斯运动 2,https://smart.pendy.dpdns.org/Smart.php?id=bosisport2_twn
台湾|博斯高球2 HD,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf2_twn
台湾|博斯网球 HD,https://smart.pendy.dpdns.org/Smart.php?id=bositennis_twn
台湾|东森洋片 ETTV Western,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
台湾|龙华洋片 Lunghua Western,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
台湾|博斯无限,https://smart.pendy.dpdns.org/Smart.php?id=bosiunlimited_twn
台湾|MTV Live,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
台湾|龙详时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
台湾|EYETV 旅游,https://smart.pendy.dpdns.org/Smart.php?id=eyetvtravel_twn
台湾|靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
台湾|EYETV 戏剧,https://smart.pendy.dpdns.org/Smart.php?id=eyetvxiju_twn
台湾|卫视中文台 Star Movies Chinese,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
台湾|东森幼幼 Yoyo TV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
台湾|卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
台湾|美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
台湾|爱尔达影剧台,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
台湾|爱尔达综合台,https://smart.pendy.dpdns.org/Smart.php?id=eltazonghe_twn
台湾|星卫电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
台湾|爱尔达影剧,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
台湾|AFC 亚洲旅游台,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
台湾|爱尔达体育2台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport2_twn
台湾|爱尔达体育3台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn

电影,#genre#
电影频道|HBO_HD,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
电影频道|HBO_HITS,https://smart.pendy.dpdns.org/Smart.php?id=hbohit_twn
电影频道|Hollywood Movies,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
电影频道|CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
电影频道|CINEMAX,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
电影频道|Cinemax,https://smart.pendy.dpdns.org/Smart.php?id=Cinemax
电影频道|AXN Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
电影频道|大爱2台,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
电影频道|东森电影 ETTV Movie,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
电影频道|东森洋片 ETTV Western,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
电影频道|龙华洋片 Lunghua Western,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
电影频道|Animax,https://smart.pendy.dpdns.org/Smart.php?id=Animax
电影频道|龙详时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
电影频道|Movies Now HD,https://smart.pendy.dpdns.org/Smart.php?id=moviesnow_raj
电影频道|Star Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmovies_raj
电影频道|卫视中文台 Star Movies Chinese,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
电影频道|HBO Family,https://smart.pendy.dpdns.org/Smart.php?id=Hbofamily
电影频道|Hits,https://smart.pendy.dpdns.org/Smart.php?id=Hits
电影频道|Warner TV,https://smart.pendy.dpdns.org/Smart.php?id=WarnerTV
电影频道|卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
电影频道|HBO HD,https://smart.pendy.dpdns.org/Smart.php?id=Hbo
电影频道|美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
电影频道|HBO Signature,https://smart.pendy.dpdns.org/Smart.php?id=Hbosignature
电影频道|HBO Hits,https://smart.pendy.dpdns.org/Smart.php?id=Hbohitshd
电影频道|星卫电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
电影频道|SCM,https://smart.pendy.dpdns.org/Smart.php?id=Weishimovie
电影频道|Dreamworks,https://smart.pendy.dpdns.org/Smart.php?id=Dreamworks
电影频道|Thrill,https://smart.pendy.dpdns.org/Smart.php?id=Thrill
电影频道|Hits Movie,https://smart.pendy.dpdns.org/Smart.php?id=Hitsmovie
电影频道|One,https://smart.pendy.dpdns.org/Smart.php?id=One
电影频道|tvN Movie,https://smart.pendy.dpdns.org/Smart.php?id=Tvnmovie
电影频道|Celestial Classic,https://smart.pendy.dpdns.org/Smart.php?id=Celestial2
电影频道|Celestial Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=Celestialindo
电影频道|Axn HD,https://smart.pendy.dpdns.org/Smart.php?id=Axn
电影频道|Paramount Network,https://smart.pendy.dpdns.org/Smart.php?id=Paramountnetwork
电影频道|Astrol Kplus,https://smart.pendy.dpdns.org/Smart.php?id=Kplus
电影频道|Rock Actions,https://smart.pendy.dpdns.org/Smart.php?id=Rockaction
电影频道|Rock Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=Rockentertain

纪录,#genre#
纪录频道|Natgeo_HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
纪录频道|Animal_Planet,https://smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
纪录频道|Discovery Asia,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
纪录频道|CI,https://smart.pendy.dpdns.org/Smart.php?id=ci_twn
纪录频道|Asia Travel,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
纪录频道|Discovery HD,https://smart.pendy.dpdns.org/Smart.php?id=discoveryhd_twn
纪录频道|亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
纪录频道|美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
纪录频道|亚洲旅游 TLC Asia,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
纪录频道|NatGeo HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeo
纪录频道|Fashion TV,https://smart.pendy.dpdns.org/Smart.php?id=fashiontv_twn
纪录频道|History,https://smart.pendy.dpdns.org/Smart.php?id=History
纪录频道|BBC Earth HD,https://smart.pendy.dpdns.org/Smart.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,https://smart.pendy.dpdns.org/Smart.php?id=bbclifestyle_twn
纪录频道|MTV Live,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeowild
纪录频道|Animal Planet (Eng),https://smart.pendy.dpdns.org/Smart.php?id=AnimalPlanet
纪录频道|TLC,https://smart.pendy.dpdns.org/Smart.php?id=Tlc
纪录频道|Foodnetwork Hd,https://smart.pendy.dpdns.org/Smart.php?id=Foodnetwork
纪录频道|HGTV,https://smart.pendy.dpdns.org/Smart.php?id=HGTV
纪录频道|AFC 亚洲旅游台,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn

新闻,#genre#
新闻频道|Skynews,https://smart.pendy.dpdns.org/Smart.php?id=skynews_twn
新闻频道|ABC News,https://smart.pendy.dpdns.org/Smart.php?id=abcnews_glo
新闻频道|东森财经新闻 ETTV Business,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
新闻频道|CBS HD,https://smart.pendy.dpdns.org/Smart.php?id=cbshd_glo
新闻频道|CBSN HD,https://smart.pendy.dpdns.org/Smart.php?id=cbsn_glo
新闻频道|France 24,https://smart.pendy.dpdns.org/Smart.php?id=france24_twn
新闻频道|DW (Deutsch),https://smart.pendy.dpdns.org/Smart.php?id=dw_twn
新闻频道|NHK World,https://smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
新闻频道|Fox News,https://smart.pendy.dpdns.org/Smart.php?id=foxnews_twn
新闻频道|CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
